id,organization_id,name,species,sex,estimated_birth_date,intake_date,intake_source,status,priority,action_needed,description,microchip_number,primary_photo_url,adoption_profile_url,internal_notes,current_foster_id,created_at,updated_at,birthdate_source,estimated_age_value,estimated_age_unit,estimated_age_as_of,breed_id,breed_text,is_mixed_breed,litter_id
5d880b49-f7f5-4188-b216-e04949ffa93f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Americano,Dog,Male,2024-02-02,2026-01-13,Stray,adoptable,normal,,"Very food-motivated, easy to train.",922895459082443,,,,,2026-01-13T14:38:13.978Z,2026-01-22T04:14:13.978Z,estimated_birthdate,,,,,Heeler mix,true,
22542cdf-1987-4147-877f-11ca793c9e8f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squirt,Dog,Male,2024-08-08,2025-09-02,Transfer,intake,normal,,"Very food-motivated, easy to train.",,,,,,2025-09-02T12:38:13.978Z,2025-09-07T05:02:54.978Z,estimated_age,13,months,2025-09-02,1da934a3-9d57-4e7e-8ac0-15b1ea3e1ead,,false,
f67edbe9-b4da-4c31-8f81-9f47f8f7b9fa,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Luna,Dog,Male,2018-01-18,2026-01-16,Owner surrender,adoptable,needs_attention,,"Recovering from leg injury, will need follow-up vet care.",,,https://www.petfinder.com/cat/luna-37003/,,,2026-01-16T08:38:13.978Z,2026-01-22T23:35:32.978Z,estimated_age,8,years,2026-01-16,2961f43f-228a-4ef6-bc34-41a1df6cf11a,,false,
33bd35ad-38c7-4c05-a530-f1f85754e5be,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Martini,Cat,Female,2011-06-17,2025-03-16,Owner surrender,adoptable,needs_attention,,FIV+ — indoor-only home required.,,,https://www.petfinder.com/cat/martini-62282/,Litter buddy ID: see related animals.,,2025-03-16T12:38:13.978Z,2025-04-04T21:37:42.978Z,estimated_birthdate,,,,,,false,
e8f2b72f-3282-4366-9410-0a9d6221a1df,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Violet,Dog,Female,2022-02-11,2025-10-14,Owner surrender,adoptable,normal,,"Very food-motivated, easy to train.",903194077548803,,https://www.petfinder.com/cat/violet-94464/,,,2025-10-14T15:38:13.978Z,2025-10-18T05:08:05.978Z,estimated_birthdate,,,,0a6c67f6-58b4-4e61-9c35-ffd62860b990,,false,
1d258cf9-533b-487b-a756-8572117ebe22,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Hunter,Dog,Male,2023-09-22,2025-09-11,Trapped,medical,normal,,Great with kids and other dogs.,922433914421126,,,,,2025-09-11T11:38:13.978Z,2025-09-13T09:06:47.978Z,estimated_age,24,months,2025-09-11,433cb5e7-90d9-4c47-972c-57f15e8b0b95,,false,
407d3a5f-7522-4e56-bd5d-513ec70b6ed2,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sky,Dog,Female,2012-02-10,2026-02-06,Animal Control,hold,normal,,Loves car rides and morning walks.,,,,,,2026-02-06T11:38:13.978Z,2026-02-19T19:51:38.978Z,estimated_age,14,years,2026-02-06,,,false,
edefc4cd-a42f-4f1f-a9b6-7b8c4a9adf50,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Chloe,Cat,Female,2024-03-09,2025-04-03,Stray,intake,needs_attention,,"Calico, talkative and curious.",,,,,,2025-04-03T14:38:13.978Z,2025-04-16T23:58:37.978Z,estimated_age,13,months,2025-04-03,1ffdbfbd-432f-4597-9883-7339337b1e8c,,true,
9c547bcb-bbd9-402e-9a7e-36c68d9aeda2,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Lucy,Dog,Female,2025-07-21,2025-10-06,Found - good Samaritan,fostered,urgent,,,915054024559212,,,,,2025-10-06T14:38:13.978Z,2025-10-19T15:59:04.978Z,estimated_age,11,weeks,2025-10-06,0cbbd57c-cdd9-4a05-9c33-663c89b9ed6b,,false,
93152914-0830-4ab7-a235-67c11d2a71f2,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Buster,Cat,Female,2010-04-06,2026-04-02,Stray,intake,normal,,"Black, friendly and playful.",910966962477425,,,,,2026-04-02T11:38:13.978Z,2026-04-12T20:39:33.978Z,estimated_age,16,years,2026-04-02,1ffdbfbd-432f-4597-9883-7339337b1e8c,,true,
a9ed61f0-2de7-4c66-a55c-82f9c3730b26,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sir Reginald,Dog,Unknown,2010-02-20,2026-02-16,Trapped,fostered,normal,,"Recovering from leg injury, will need follow-up vet care.",,,,Microchip pending — schedule at next clinic.,,2026-02-16T12:38:13.978Z,2026-02-25T19:17:52.978Z,estimated_age,16,years,2026-02-16,,Terrier mix,true,
307328e2-f491-4445-acb8-8f19288925fe,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Wiggles,Cat,Male,2024-11-24,2025-02-02,,adoptable,needs_attention,,Loves other cats; would do best in a multi-cat home.,,,https://www.petfinder.com/cat/wiggles-51923/,,,2025-02-02T10:38:13.978Z,2025-02-14T09:53:03.978Z,estimated_age,10,weeks,2025-02-02,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
67be8c71-0c4c-4eec-87c3-81444e92bf2f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Salem,Cat,Male,2023-07-24,2026-04-16,,medical,normal,,"Recovering from URI, almost ready for foster.",,,,,,2026-04-16T15:38:13.978Z,2026-04-26T04:31:21.978Z,exact_birthdate,,,,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
2130323c-f742-42ba-b5e4-86b221e48127,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Wasabi,Cat,Male,2025-03-11,2025-04-08,Returned adoption,fostered,normal,,,,,,Litter buddy ID: see related animals.,,2025-04-08T09:38:13.978Z,2025-04-12T16:02:49.978Z,estimated_age,4,weeks,2025-04-08,,DLH,true,
219f9ab6-b605-427a-b117-e09ac5988af1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Toby,Cat,Male,2025-09-20,2025-12-06,Owner surrender,deceased,normal,,"Tuxedo, dignified and reserved.",972113024094374,,,,,2025-12-06T09:38:13.978Z,2025-12-13T02:21:01.978Z,estimated_age,11,weeks,2025-12-06,,Domestic Shorthair mix,true,
e508e159-4cc1-4f80-ac2c-d6fab93ccfe3,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Echo,Dog,Female,2018-05-08,2025-01-01,Transfer,intake,urgent,,Senior — looking for a calm retirement home.,,,,,,2025-01-01T08:38:13.978Z,2025-01-15T18:01:11.978Z,estimated_birthdate,,,,0cbbd57c-cdd9-4a05-9c33-663c89b9ed6b,,false,
742459cf-1ea3-471c-ad0b-c93d40408d8c,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mustard,Cat,Male,2023-02-10,2025-05-22,,adopted,normal,,Tortie with classic tortitude.,,,,Watch food intake — tends to overeat.,,2025-05-22T12:38:13.978Z,2025-05-30T03:56:29.978Z,estimated_birthdate,,,,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
7cc911d5-6f22-41fd-aeb7-a16b0648cf3d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Star,Dog,Male,2026-01-26,2026-02-20,Animal Control,fostered,normal,,Anxious in new environments; thrives on routine.,,,,,,2026-02-20T14:38:13.978Z,2026-02-25T15:58:47.978Z,estimated_age,25,days,2026-02-20,,,false,
52a01147-8818-4030-9428-2bbf71510e9a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Brie,Dog,Male,2024-12-15,2025-07-15,Animal Control,fostered,needs_attention,,"House-trained, crate-trained, knows basic commands.",,,,,,2025-07-15T08:38:13.978Z,2025-07-30T06:13:30.978Z,estimated_birthdate,,,,1d715535-f9cd-45e3-96e4-68cf76c62039,,false,
9acb8aed-a026-41e7-8966-f2708b744682,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Lavender,Cat,Female,2025-04-05,2025-07-04,Stray,intake,needs_attention,,Bonded pair — needs to be adopted together.,,,,,,2025-07-04T11:38:13.978Z,2025-07-14T05:00:50.978Z,estimated_age,3,months,2025-07-04,85c832c2-86c3-4414-8f3e-d9fac115b6a8,,false,
cb7de041-0b92-4686-a9d2-a7b1756344dd,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sage,Cat,Male,2010-09-17,2025-06-24,Trapped,fostered,normal,,"Orange tabby, loves laps and naps.",,,,,,2025-06-24T10:38:13.978Z,2025-06-28T19:24:19.978Z,estimated_birthdate,,,,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
a504f62d-0f2b-44f7-9a40-0c04fdbde0f1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Squirt,Dog,Male,2009-12-04,2025-11-30,Stray,fostered,normal,,Loud chewer of toys. Otherwise impeccable manners.,,,,,,2025-11-30T09:38:13.978Z,2025-12-17T10:37:39.978Z,estimated_age,16,years,2025-11-30,bf4cd657-45c3-4266-93c9-2f9c294fce60,,false,
86a08e8e-1835-4f51-ac3b-1be665aab178,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Olive,Dog,Female,2025-06-28,2025-08-02,Bottle baby (orphan),adoptable,normal,,"Recovering from leg injury, will need follow-up vet care.",,,https://www.petfinder.com/cat/olive-94680/,,,2025-08-02T08:38:13.978Z,2025-08-19T04:24:06.978Z,estimated_age,5,weeks,2025-08-02,609b77a2-9076-45c3-9f8d-7c583e8f0513,,false,
1ef9533d-940c-4a25-a140-b8a7fa5b5c7e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Mia,Dog,Female,2018-12-27,2025-12-25,Trapped,fostered,normal,,"Shy at first, warms up quickly with patience.",,,,,,2025-12-25T11:38:13.978Z,2025-12-27T13:01:34.978Z,estimated_age,7,years,2025-12-25,f6647518-aefa-4f3e-b6e8-1fe3e3020f47,,false,
4dfd2d70-d5ae-416d-a607-a59cb0fce7e7,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Lola,Cat,Male,2025-05-28,2026-01-23,Owner surrender,medical,normal,,Tortie with classic tortitude.,,,,,,2026-01-23T15:38:13.978Z,2026-01-31T20:00:24.978Z,estimated_age,8,months,2026-01-23,,Tabby mix,true,
8f6e2728-7415-498f-85ae-5020ee233c20,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Roxy,Cat,Male,2025-07-09,2025-09-24,Owner surrender,intake,critical,,Bottle baby — needs an experienced foster.,,,,,,2025-09-24T12:38:13.978Z,2025-09-29T08:24:35.978Z,estimated_age,11,weeks,2025-09-24,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
2419a61a-8d01-4476-bbf6-f9c18e30e1cd,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Espresso,Cat,Female,2025-07-23,2025-07-30,Stray,adopted,normal,,"Tabby, very affectionate once trust is earned.",,,,,,2025-07-30T10:38:13.978Z,2025-08-16T09:39:59.978Z,estimated_age,7,days,2025-07-30,cc2503c9-4628-4f9e-a24e-cc61dc164e86,,false,
e5623ac6-0370-4acf-ba05-a1794322d086,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Smokey,Dog,Male,2025-03-02,2025-04-23,Animal Control,fostered,critical,,Loud chewer of toys. Otherwise impeccable manners.,,,,,,2025-04-23T07:38:13.978Z,2025-04-23T11:05:53.978Z,exact_birthdate,,,,22cc9792-2cfa-4766-be30-1c09ade6cf8a,,false,
84a19b2b-7850-43ae-b700-3ac323eed361,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Bella,Cat,Unknown,2016-05-15,2025-04-07,Owner surrender,adoptable,normal,,FIV+ — indoor-only home required.,,,https://www.petfinder.com/cat/bella-98455/,,,2025-04-07T09:38:13.978Z,2025-04-27T07:58:06.978Z,estimated_birthdate,,,,d0e140ca-0809-47f2-811b-071f6315f1cd,,false,
66127bb7-8cf9-478c-a8ba-d81041a789b1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Olive,Cat,Male,2015-07-20,2025-11-23,Stray,fostered,normal,,"Recovering from URI, almost ready for foster.",,,,,,2025-11-23T11:38:13.978Z,2025-12-13T04:18:55.978Z,estimated_birthdate,,,,8c137ad9-abed-4b8a-8c57-87434cc9dcf9,,false,
db9c5e79-261b-411e-a608-1b3a27b908dc,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Bubba,Cat,Male,2017-05-20,2025-05-18,Stray,intake,critical,,FIV+ — indoor-only home required.,,,,Watch food intake — tends to overeat.,,2025-05-18T09:38:13.978Z,2025-05-22T11:02:47.978Z,estimated_age,8,years,2025-05-18,3b26ab84-0278-4d2d-b794-14d923918f58,,false,
9989cdfb-5189-4aec-83b1-ca9af18f2cd1,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Thor,Cat,Male,2025-01-21,2025-01-28,Saving Grace,fostered,urgent,,"Tabby, very affectionate once trust is earned.",915359274195041,,,,,2025-01-28T11:38:13.978Z,2025-02-01T11:13:14.978Z,estimated_age,1,weeks,2025-01-28,,,false,
3730d35a-9c99-47af-81ee-dd91d1718f8a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Ranger,Cat,Male,2023-07-22,2025-02-11,Owner surrender,fostered,normal,,"Recovering from URI, almost ready for foster.",,,,,,2025-02-11T13:38:13.978Z,2025-03-03T00:51:41.978Z,estimated_age,19,months,2025-02-11,12f385f0-f160-4262-86ea-e7287e18cf5c,,false,
eedba3b1-aa34-46af-a919-4db1a763b2c7,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Brie,Cat,Unknown,2020-03-17,2025-03-16,Trapped,adoptable,critical,,Solid black with green eyes.,,,,,,2025-03-16T14:38:13.978Z,2025-03-23T05:18:56.978Z,estimated_age,5,years,2025-03-16,d0e140ca-0809-47f2-811b-071f6315f1cd,,false,
ce691bd3-5e7b-42b3-9613-b0986504cdbb,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Molly,Cat,Male,2014-05-09,2026-05-06,Animal Control,fostered,urgent,,"Feral when trapped, slowly socializing in foster.",,,,,,2026-05-06T14:38:13.978Z,2026-05-28T12:10:05.978Z,estimated_age,12,years,2026-05-06,677c1b27-f593-4a96-b3b9-90cdad659f6c,,false,
ca15f2e3-9115-474b-99bf-985298b792d6,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sprinkles,Cat,Male,2025-09-25,2025-10-05,Stray,intake,needs_attention,,"Tabby, very affectionate once trust is earned.",,,,,,2025-10-05T07:38:13.978Z,2025-10-13T11:17:32.978Z,estimated_age,10,days,2025-10-05,26de76c1-1d54-4aa2-abff-c7b5f4d81c48,,false,
6b4cabdd-7bf1-4f66-83cb-80c0ac19c4d9,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Stormy,Cat,Unknown,2010-01-29,2025-06-27,Surrender,adopted,normal,,,,,,,,2025-06-27T07:38:13.978Z,2025-07-10T11:12:37.978Z,exact_birthdate,,,,fa9f0a12-5eae-4925-91d9-a9581a53081b,,false,
dca96c6d-4d6a-452d-8723-203c4b2f63c3,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Marshmallow,Cat,Male,2020-08-01,2025-07-31,Trapped,fostered,normal,,"Calico, talkative and curious.",,,,Watch food intake — tends to overeat.,,2025-07-31T07:38:13.978Z,2025-08-19T20:34:02.978Z,estimated_age,5,years,2025-07-31,26de76c1-1d54-4aa2-abff-c7b5f4d81c48,,false,
b5b735b2-e467-4d4a-aeb4-86104fdccd37,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Tequila,Cat,Male,2025-02-02,2025-12-29,Surrender,intake,needs_attention,,"Tabby, very affectionate once trust is earned.",,,,,,2025-12-29T14:38:13.978Z,2026-01-11T11:51:06.978Z,estimated_age,11,months,2025-12-29,cc2503c9-4628-4f9e-a24e-cc61dc164e86,,false,
5bb61c63-7a13-4db7-a7a8-0daf5b901682,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Tracker,Cat,Female,2014-07-01,2026-04-28,Owner surrender,fostered,needs_attention,,Tortie with classic tortitude.,,,,,,2026-04-28T13:38:13.978Z,2026-05-20T04:05:08.978Z,estimated_birthdate,,,,,Domestic Shorthair mix,true,
